Tweets,Category
@taslimanasreen We're equally infuriated by the incident and are working hand in hand with the govt. to ensure justice is done.,1
@ShrilaSarkar Happy to inspire such sweet thoughts!!,1
If you're stuck in #DelhiRains tweet your location with #OlaRescue &amp; we'll try to send our rescue team to help you. Stay safe! Please RT,1
@silencedakey it's  a free service.,1
@Musafir_hu_main @Wander_Trails Congratulations Megha!! Please DM us your email address and phone number.,1
@kushal_kkb @Wander_Trails Congratulations Kushal. Please DM us your email address and phone number.,1
@toi_Cchoudhry Are you stuck in the rain? Can we help move you to a safer location? #OlaRescue,1
Our team is out trying to help people stuck in #DelhiRains. Please tweet your location if you need help #OlaRescue https://t.co/1FeqlY37cr,1
@dhempe @shamsqamar786 Cabs will be available throughout.,0
[Cocktail Trivia] Name the fruit used to flavour #SouthernComfort &amp; win a pass for #Bangalore's biggest PubCrawl https://t.co/FxH9p07kla,1
@cajaveedali No OlaMoney Javeed!!,0
@TVMohandasPai We're shocked to hear this. Our team is now at the airport looking into the matter to avoid any such activities.Thanks.,0
"@m_deog Meenakshi, you could use our RIDE LATER feature on the app and book yourself a ride in adv.",0
@m_deog you have both the options available to you. Have a safe trip.,1
"@cupofcalypso Err. Guess we need to add "" Have a bath before you ride"" as one of the #ShareTips? Noted.
https://t.co/tQD2WWSLNT",0
May the blessings of Lord Ganesh be always upon you. Happy #GaneshChaturthi everyone!! https://t.co/IbWJtDlrAl,1
"#Bangalore's own #EDM Festival @FiveSixZero is happening on 10th Sept &amp; we might have a contest for you folks.
Interested? RT to let us know",1
"@rachit_g2 Worry not, Rachit. We may have something coming up, for you! #FiveSixZero #EDM",0
"Chiyaan fans, ready to watch #IruMugan in the opening weekend? We have something just for you! RT and spread the word #OlaIrumugan #Chennai",1
*Contest Alert* #Irumugan tickets up for grabs! @ContestBoard @C0NTESTINDIA @Contest_Hub @thefreejinn #OlaIrumugan https://t.co/Aoubo5vBGB,0
"#Chennai, take an #OlaShare &amp; share your OSN for a chance to win #Irumugan tickets #OlaIrumugan Don't forget to RT https://t.co/Bd0swW15h0",1
"@SassyShifSays @BiguineIndia #OlaLux, made especially for those who recognize style :)",1
@RoasieA Or alternatively you could just #OlaPrime it to work #PrimeWithWifi #PrimePerks #WorkFromOla ????,0
All the best to our entire team at the #Paralympics !! https://t.co/sJObiIMV4u,1
Flash your Ola Mini or Prime invoice at the counter and get 50% off to the land of #Thrill. https://t.co/pR7M0kPwmK,0
"#Chennai, have you taken an #OlaShare ride recently? Share your OSN with the HT #OlaIrumugan &amp; WIN couple passes! https://t.co/pENZ67mcss",1
"#Chennai, have you taken an #OlaShare recently? Share your OSN with the HT #OlaIrumugan &amp; win #Irumugan tickets https://t.co/HawuA3YAHO",1
"@RaoAshvin Hey Ashvin, can you please DM us!",1
@mutharasann Share your OSN and WIN!! #OlaIrumugan,1
@Savemyrupee Don't forget to share your OSN on Twitter using the HT #OlaIrumugan,0
"@fakingnews Haha, you guys!! We did fix the bill immediately, though. PS: No engineers were harmed during this entire story",0
"[CONTEST ALERT] Want to party at @FiveSixZer0 in #Bangalore this weekend? 

RT to get started! @ContestBoard @Contest_Hub @Contesttable",1
@GangsOfGtown #OlaPrimeandChill ??,0
"Let's start #FiveSixZeroWithOla!!

Show us your best EDM moves to win couple passes for @FiveSixZer0  #Bangalore!!! https://t.co/qG2GvyZqKm",1
"Explain EDM in 3 words!!

Best answers win passes for @FiveSixZer0 
#Bangalore #FiveSixZeroWithOla",1
"Congrats @adikeshav, @n73saad, @Nattu_G &amp; @Johnson_Ganesh for winning in #OlaIrumugan. Share your OSN &amp; WIN #Irumugan tickets!",1
"Proud to announce India's first comprehensive program for 40k @Olacabs drivers, worth $400mn, with @anandmahindra https://t.co/a3jo2HoNp5",1
"@Rashi1209Rashi Great going, Dr. Rashi!",1
Thumbs Up to Ola for taking it sportingly https://t.co/PE1WeIPWYp @Olacabs,0
Relive the romance with Simran&amp; Raj! Head to #UBCity in an #OlaPrime to watch #DDLJ @SteppinOutBlr #LegendaryEdition https://t.co/CigIqQEcRE,1
Thank you guys for participating in #FiveSixZeroWithOla!! We are going through the entries and we'll get in touch with the winners soon!! :),1
"@sunilkai Hi Sunil, DM us for a surprise.",1
"#OlaPrime presents Restaurant Week, pre-bookings open for Ola customers on 9-Sept https://t.co/yYiIWBwUWg #PrimeRWI https://t.co/UxMZlqoiA4",0
@VaidantSingh That depends! What are you looking for - Luxury/Sedan/SUV/Mini/Auto? All available on the Ola app. Book now!!,0
"@coolshalabh2010 Welcome to the #PrimeLife, friend! We'd like to take that rating up from 'pretty good', to 'SUPER AWESOME!'",1
"#RestaurantWeek is back, folks make your reservations right away at https://t.co/YKcjdIdhKI #PrimeRWI https://t.co/LELNJjyhnc",0
"@suchitbabbar ah, we phell for it.",0
Hope this #Onam turns out to be a great celebration for you. #HappyOnam ! https://t.co/5BCamS8lKf,1
@JovieSylvia @bhash Sorry to hear this. We do not allow discrimination on any grounds. Pl report the CRN you faced this on to @ola_supports,0
@bhumika_t @BiguineIndia #OlaLux a stylish ride for those who know 'The Art of Arriving'!,0
@UjwalAdiga Hey we're glad we could be there.,1
@Deckle_Edge @SmokeHouseDeli @restweekindia Oh wow! That looks sooooo good. #PrimeRWI,1
@Olacabs and @Wander_Trails Thank you for this wonderful opportunity! It was really an #OffBeat experience :) https://t.co/RuOgJ26t3y,1
We're with you @road_mapp. Anything to keep our folks moving! #SafetyFirst https://t.co/79Msaaptk9,0
@TheDKRulez May we suggest #OlaPrimeSUV!,0
@nayaneye Auto-connect #FTW,0
@indiebhai thinking within the box!,0
"@iDiyaKrishna Hey, mail us at alliances(at)olacabs(dot)com.",0
"In engineers, we trust!  #EngineersDay https://t.co/RHyAoSGyOH",1
@chitrapandit We're constantly educating our drivers against unpleasant personal habits. Sharing your feedback with the team. Thanks.,1
@chitrapandit we do have a feature that allows you to give directions to the driver. https://t.co/pCyH0d0UE6,0
"Due to the fire incident,we've removed peak charges on all rides from #Kandivali. Let's keep #Mumbai moving #OlaHelp https://t.co/2NVjllPZY9",0
@ChinmaySPanday ??????,0
"#DYK you can rent an Ola for 4/8 hrs? Mini, Prime, SUV or LUX- choose your pick! #OlaRental #CabThatWaits https://t.co/VlxUB7DuKd",0
#Offer Get upto Rs.400 Cashback on #OlaRental with the code FBRENTALS. Read more: https://t.co/WoFnOHv57M #CabThatWaits,0
#FridayFeeling PUB CRAWL PUB CRAW RT if you wanna PUB CRAWL! ????????.              Make sure you rent an Ola for the night! #dontdrinkanddrive,1
HAHAHA! Welcome to the Prime life @HoeZaay! It sure has its side-effects! #OlaPrime #WifiRides https://t.co/fJwjcldkJE,1
@smartpaagal Is it #OlaOutstation that you are looking for?,0
"Auto-recharge on #OlaMoney is now live! Go ahead, set it up, and never run outta money! #OMAutoRecharge https://t.co/zmfmawwXU3",0
"@HoeZaay @gorkeypatwal Tried #OlaMicro? It's always on discount! 
P.s.: We too love the videos @HoeZaay",1
"Got Password? 
You don't need one- with #AutoConnectWifi #OlaPrime https://t.co/3AoGrwYexi",0
"@Sand_In_Deed Clearly, you haven't read 'The Right Way to #OlaShare'. https://t.co/HzNkPUYrEk :)",1
"Hey #Mumbai, take atleast 3 Prime rides &amp; get complimentary tickets to #TheMudRush! Hurry, offer ends tomorrow! https://t.co/92CKtww13i",1
@Sand_In_Deed :) https://t.co/BbqvUIypY0,1
"#PrimeSUV riders were in for a surprise, meeting @AnkurTewari as their cab driver! Here's a sneak-peek #OlaTestDrive https://t.co/XKuQDBhBpH",1
"@rochit Winners will get: Mud Run &amp; Pro Race pass - 1 per winner &amp;
Spectator Pass - 2 per winner @TheMudRush",1
".@AnkurTewari tests his song ""Harkat"" from his upcoming album, with unwary riders in an Ola #PrimeSUV #OlaTestDrive https://t.co/zz9VjfC4DM",0
Wallet recharge is a one time thing now! Update your Ola App and activate 'Auto Recharge' on #OlaMoney! @olamoney_in https://t.co/7qopxWTTUh,0
This Indie Musician Turned An Ola Cab Driver For A Day https://t.co/itUcGdeWlz via @bi_india #OlaTestDrive #PrimeSUV,0
@Dhichkyaaon How was it?,0
"@dakuwithchaku Welcome to the #PrimeLife, friend! ????",1
@AnkurTewari takes Ola #PrimeSUV customers for a test drive. Via  BrandEquity #OlaTestDrive https://t.co/VWnMoOHXKw,0
"@daaku Welcome to the #PrimeLife, friend. And life is definitely better with WiFi!! ????",1
"Hey #Mumbai, ready to win VIP passes to #BollywoodMusicProject? Check out -https://t.co/R6GDaM8kRZ #OlaPrivileges #RoadToBMP https://t.co/hBlrm7h3iu",1
"@HarfanMohalla AND YOU ARE THE BEST, HARFAN!! STAY AWESOME N U HAVE A GR8 DAY! ??????",1
How did you get to work today?,0
Heading back to the city from #Bangalore #Airport? Get 30% of on all your rides into the city! https://t.co/w0oGgKqdaj,0
"Singer/songwriter @ankurtewari takes @Olacabs Prime SUV customers for a test drive
https://t.co/bQdJUzHcrc https://t.co/NlSauJUtzy",0
@yunus_mansuri #OlaAir ????,0
Pick your favorite movie from the #Batman trilogy? #SteppinOutwithBatman,1
"Any #darkknight fans in #Hyderabad? A cool contest is coming up for you folks!!

Ready? Give us a few RTs to get started.",1
"Answer ""Dark Knight"" trivia and win movie passes to SteppingOut #Hyderabad. Details: https://t.co/vPQBpeaqye #SteppinOutwithBatman",1
"Q1. In the movie ""The Dark Knight"", Bruce Wayne drives a super car. What is the name of the car? Dont forget to RT. #SteppinOutwithBatman",1
"Congrats Javeed, you have won yourself a couple pass. Please DM us your details. #SteppinOutwithBatman https://t.co/lBAVJS5GL4",1
Q2. How many Academy award nominations did The Dark Knight movie get? #SteppinOutwithBatman,1
"That's right, Kushal! Congrats on winning Q2. Please DM your details. 
Q3 coming next! #SteppinOutWithBatman https://t.co/rHCiH68t6h",1
Q3. Which comic book adaptation did Christopher Nolan mainly use to script 'The Dark Knight'? #SteppinOutWithBatman Don't forget to RT!,1
"Congrats Amardeep, you've got it right. Pls DM your details. Q4 coming next! #SteppingOutWithBatman https://t.co/P9xDonbq6F",1
"Q4. According to 'The Dark Knight', who gave Harvey Dent his special coin, which he flips throughout the movie? #SteppinOutWithBatman",1
"Congrats, you have won a couples movie pass! DM us your details. #SteppinOutwithBatman https://t.co/tcI2TcNs94",1
Q5. Which character is in charge of Applied Sciences in the Batman Trilogy? #SteppinOutwithBatman,0
"Congrats, you have won a couples movie pass! DM us your details. #SteppinOutwithBatman https://t.co/I8kGKnSOnP",1
"@Mittermaniac Hi Sohini, are you looking for a cab to travel with a friend? You can also book 2 seats on an Ola Share ride. Hope this helps.",1
"Due to the heavy #HyderabadRains, peak pricing has been disabled in the city. Please stay safe. #OlaHelp",1
@anas_mulla It was our pleasure taking the future chartered account to college!! ????,1
"@VivekJaluka Good evening Vivek, how can we help you?",1
@aarififsa @ikaveri @barbarindian please check DM.,1
Booked a doctor's appointment on @Practo? Ride to the clinic in comfort with #OlaPrime &amp; get ?100 OFF. Book now! https://t.co/KTv6NHvfZl https://t.co/UFcqnGhNct,1
"Heading to work? Take an Ola Share starting at just Rs.3/km*, easy on the wallet and the planet! Book now! https://t.co/FrviOhQsDz",1
"Hey folks, so how did you reach work today?",0
"@abhishekson2014 And all the while doing your bit for the environment! Thanks for the shout-out, Abhishek!",1
"While you celebrate - #WeWillWait. Book Ola Rental on hourly packages for more convenience. For offers, click on: https://t.co/WoFnOHv57M https://t.co/lPtVIOcbey",1
"Need a ride? Ask Siri to book you an Ola! Get the latest version of the Ola app and iOS10, and let Siri take it from there. #SiriGetsOla https://t.co/rOxdlQuEic",0
"Anyone here interested in tickets for #BollywoodMusicProject? Cool contest coming up for our folks in #Mumbai.
Give us a few RTs to start :)",1
"Show us a video of you singing #ArijitSingh or #Badshah songs. We'll pick the best crooner as the winners
#BMPWithOla #BollywoodMusicProject",1
"#Hyderabad, Take an Ola ride &amp; get 85% discount on the Apollo Cardiovascular check up. https://t.co/icOss3LC3U #OlaPrivileges #WorldHeartDay https://t.co/6CVDWTBAUo",0
@rajthakur254 Sure :),1
"@shirish87 We're overjoyed to hear that you had an awesome experience, Shirish. Don't forget to share your photos! #OlaOutstation",1
Congrats @deepsethi007 and @MaskeShantanu! You've won yourselves tickets to the #BollywoodMusicProject Please check your DM! #BMPWithOla,1
"We have a few #iPadmini  for our @olamoney_in users! Interested? 

RT this to get the contest started :)",1
"[Contest Alert] Win an #iPadMini with @olamoney_in 
@ContestBoard @ContestIndia_ @Contest_Hub @thefreejinn @Contesttable 

Ready?",1
Wish there were a few things in life that you could do #BasEkBaar &amp; forget about ? Tell us about 2 such things &amp; best answers WIN #iPadMini https://t.co/ogVAS8NHpr,1
Set up your Credit Card for @olamoney_in #AutoRecharge &amp; never worry about running out of money on your cab rides. Activate now #BasEkBaar https://t.co/NC32dA50mI,1
"@sahilm87 - you WIN!!! *Woot* Woot* @olamoney_in 

Please send us your name and postal address #BasEkBaar https://t.co/8BKsW50GfM",1
"@omfgthelife An iPad Mini is coming to you. Please send us your full name, phone number and postal address.
#BasEkBaar @olamoney_in",1
Set up the #AutoRecharge feature with @olamoney_in #BasEkBaar and never run out of balance for your cab rides again. Activate NOW! https://t.co/GpGZRyx4mz,0
Win couple passes to the Pushpanjali Navratri Utsav 2016 in #Mumbai. Falguni Pathak to perform LIVE! Details: https://t.co/CUahyrOdvu https://t.co/ZXBO91UIT8,1
Remembering Mahatma Gandhi on his 147th birth anniversary. Let's continue on the path of truth &amp; non violence shown by him. #GandhiJayanti https://t.co/qNFxZPGHxo,0
"@fakingnews 6 months too late for the last one. 6 months too soon for the next. #FoolsDay :) 
https://t.co/gTB8rcaxMM",1
"6 months too late for the last one. 6 months too soon for the next. #FoolsDay :) @fakingnews 
https://t.co/gTB8rcaxMM https://t.co/hBK365dtNV",1
"Fly to #Mysoredasara Festival in a special jet plane. Tag a friend with whom you want to #FlyWithOla and WIN*. 
Start the tagging now :) https://t.co/B3usv3TlA3",1
@Olacabs Find out more here: https://t.co/f7nkP7cNuX,0
@TheShamsQ Haha.. Unfortunately it only works the other way round. Tag that special person and you may win :),1
"@Dheerajverma20 Awesome, Dheeraj. Is this your first visit to #MysoreDasara?",1
@anishmathew93 @mathew_sujith It will definitely be fun! #FlyWithOla,1
"@akii_naik Yes, Akshay. #FlyWithOla",1
@Dheerajverma20 Awesome. Good luck ?????? #FlyWithOla,1
